0,0,0,0,0,0,0,0,0,0,0,0,0,1.01e-06,6.03e-06,1.58e-125
0,0,0,0,0,0,0,0,0,0,0,0,0,7.24e-06,1.01e-42,1.19e-65
0,0,0.059858561,0.021721811,0.026741873,0.026040404,0.047670161,0.020421663,0.036321909,0.029583868,0.023651875,0.028732447,0.006809871,1.21e-06,2.83e-06,1.41e-90
0,0,0.023945304,0.649555472,0.445180189,0.320795034,0.232426101,0.286981364,0.235510121,0.211968815,0.144739218,0.084793754,0.010990186,8.15e-06,5.41e-06,1.23e-22
0,0,0.030603778,0.46216254,0.730513217,0.723639612,0.540295139,0.510561979,0.434811173,0.311787601,0.257394544,0.142958449,0.036752218,1.06e-05,9.3e-06,8.22e-06
0,0,0.030170951,0.337166643,0.732622725,1.275070699,0.866200443,0.7921498,0.711910107,0.488721408,0.458197472,0.246333871,0.06012255,2.25e-05,8.47e-06,7.99e-06
0,0,0.058371626,0.258175931,0.578100046,0.915445075,1.133993095,0.889649905,0.821248088,0.635599913,0.48818716,0.326146367,0.064181166,2.22e-05,8.12e-06,8.59e-06
0,0,0.027057093,0.344920819,0.591092259,0.905849535,0.962618036,1.176815663,1.007780761,0.72088602,0.593416468,0.314750811,0.067525403,1.23e-05,1.2e-05,1.63e-05
0,0,0.054000714,0.31762604,0.564869736,0.913512969,0.997125997,1.130854872,1.199527441,0.859406722,0.803708793,0.401633285,0.085608768,2.28e-05,1.25e-05,1.14e-05
0,0,0.049306447,0.320476661,0.454071625,0.703021867,0.865122103,0.906828842,0.963422218,0.826508459,0.752930334,0.387327498,0.086190611,2.39e-05,1.26e-05,5.1e-06
0,0,0.041048708,0.227874554,0.390346271,0.686349519,0.691934693,0.777326531,0.938213777,0.784043157,0.792679162,0.444302557,0.081324251,2.71e-05,1.1e-05,7.29e-06
0,0,0.051903775,0.138952345,0.225659144,0.384068939,0.481153565,0.429144117,0.488006035,0.419813031,0.462456855,0.330817045,0.072039616,2.19e-05,1.46e-05,3.33e-06
0,0,0.013396467,0.019612463,0.063175944,0.102081613,0.103110725,0.1002602,0.113276239,0.10173318,0.092180181,0.078450636,0.012988912,2.47e-05,1.13e-05,7.42e-06
3.8e-06,2.48e-05,3.82e-06,2.33e-05,2.94e-05,6.14e-05,5.73e-05,2.92e-05,4.83e-05,4.52e-05,4.93e-05,3.83e-05,3.96e-05,1.42e-05,1.98e-05,9.82e-06
2.6e-05,3.94e-42,1.02e-05,1.77e-05,2.93e-05,2.64e-05,2.39e-05,3.25e-05,3.03e-05,2.72e-05,2.29e-05,2.91e-05,2.06e-05,2.26e-05,1.67e-05,1.3e-05
7.96e-125,5.44e-65,5.93e-90,4.7e-22,3.02e-05,2.89e-05,2.95e-05,5.17e-05,3.22e-05,1.28e-05,1.76e-05,7.74e-06,1.58e-05,1.31e-05,1.52e-05,8.28e-43
