1.910947272,0.780370401,0.2870598,0.166410325,0.247620686,0.383972907,0.425457474,0.356124225,0.205194536,0.116050305,0.150836808,0.153084862,0.112390559,0.076927013,0.049165612,0.026192274
0.860803315,3.058521984,1.091002617,0.278108167,0.17739553,0.2482006,0.308734807,0.355624871,0.247055787,0.101178427,0.102534826,0.106369178,0.106151983,0.065680189,0.034154267,0.02502648
0.343788284,1.184517127,4.059989387,0.981291664,0.289025218,0.193135787,0.274156611,0.268890553,0.285150005,0.137423827,0.115317566,0.080718763,0.060786223,0.045570285,0.038608983,0.031877449
0.21969657,0.332853869,1.081738842,4.117502532,1.191722875,0.397828493,0.218949247,0.211733081,0.197110035,0.157638724,0.107330898,0.059392573,0.051195058,0.026965285,0.029706207,0.01181368
0.33938203,0.220415154,0.330764554,1.237183693,2.27346627,0.939330913,0.475810347,0.291571985,0.211337054,0.179726489,0.17160826,0.12815718,0.079141109,0.038642647,0.035792761,0.023515837
0.532795509,0.312219238,0.223771118,0.418131465,0.950991572,1.264612886,0.672301393,0.446944892,0.251915813,0.183325715,0.218707671,0.177148155,0.107672507,0.050390087,0.034003783,0.015478452
0.623921602,0.410446274,0.335701973,0.243206014,0.509103199,0.71052261,0.828671522,0.568864952,0.325859436,0.201089752,0.209391051,0.223982644,0.137836118,0.075208411,0.041099418,0.03491852
0.565080395,0.511561328,0.356258776,0.254480454,0.337561257,0.511096288,0.615522646,0.720755522,0.410120432,0.235144526,0.185762173,0.194549616,0.191730987,0.089299564,0.06597522,0.028392847
0.365355227,0.398787395,0.423939831,0.265836897,0.274551146,0.323254804,0.395645262,0.460205936,0.405576432,0.213016456,0.185141881,0.149954769,0.140458027,0.067091973,0.064086017,0.025009082
0.231640093,0.183084772,0.229039711,0.238334737,0.261744529,0.263712586,0.273705496,0.295796883,0.23879821,0.210381186,0.204731559,0.121660034,0.113813801,0.052049233,0.051087669,0.03441925
0.313516175,0.193206119,0.200137924,0.168979637,0.260248891,0.327609631,0.29678153,0.243333094,0.216126369,0.213191541,0.204108153,0.215560606,0.140133579,0.06799482,0.049291118,0.029673432
0.331190045,0.20862084,0.14581454,0.097327184,0.202295419,0.276198737,0.33043461,0.265256896,0.182203107,0.131863778,0.224368459,0.273704774,0.213146379,0.097008203,0.062030144,0.033277326
0.264788999,0.226722736,0.119579456,0.091359799,0.136041156,0.182816318,0.221441632,0.284677859,0.185851956,0.134337601,0.158839935,0.232114909,0.241607826,0.132475625,0.124629489,0.044603767
0.290934494,0.22518922,0.143906164,0.077246419,0.106630463,0.137341402,0.193958534,0.212841817,0.142507387,0.098619599,0.123719898,0.169582009,0.21265824,0.137209392,0.122767916,0.060975641
0.212277277,0.133685373,0.139191182,0.09715077,0.112754878,0.105805761,0.121005153,0.179520556,0.155401714,0.110507233,0.102390134,0.123794064,0.228398248,0.140155647,0.189497979,0.075012912
0.131747138,0.114120749,0.133885285,0.045010123,0.086303121,0.05610939,0.119770522,0.090005325,0.070650657,0.086736511,0.071809704,0.077369782,0.095229043,0.081097602,0.087390043,0.06414184
