0.734566903,0.575677841,0.310877753,0.14235266,0.239771561,0.451944911,0.557429931,0.498245085,0.230000027,0.098439663,0.115447672,0.14366341,0.154399385,0.053880293,0.025527142,0.033102258
0.635013057,0.990327729,0.594673692,0.202534248,0.085194376,0.221249814,0.53493017,0.624500555,0.42012261,0.181881738,0.092755605,0.139335468,0.137333263,0.072909371,0.074665318,0.045663825
0.372313118,0.645645722,1.420908235,0.479202992,0.116598535,0.06961326,0.232058672,0.499046716,0.504474172,0.277608606,0.149356543,0.095161136,0.095514908,0.072974567,0.074945006,0.083113855
0.187935402,0.242403194,0.528255267,0.998326405,0.343250217,0.111631741,0.054567489,0.222806489,0.35308705,0.388417387,0.23391593,0.140657406,0.100441381,0.041970376,0.062033832,0.067598287
0.328624238,0.105854592,0.133437016,0.356344231,0.895006054,0.327974635,0.086274088,0.040961299,0.12306305,0.290140914,0.250118148,0.169736746,0.08568305,0.032142417,0.017817531,0.022179637
0.627112525,0.278317007,0.080655363,0.11732881,0.332046045,0.785797365,0.241601907,0.051772032,0.033323147,0.086857179,0.197811619,0.210909985,0.136742562,0.045583071,0.034392138,0.017373205
0.817455555,0.711160809,0.284153476,0.060612867,0.092310759,0.255337293,0.644726735,0.198673397,0.077297469,0.029156121,0.071130065,0.160472628,0.180452333,0.080361383,0.035693068,0.023312259
0.790590782,0.898335183,0.661197542,0.267789503,0.047422071,0.059203034,0.214968376,0.651506808,0.167134431,0.059969244,0.03380886,0.061387396,0.161112954,0.111327342,0.089647741,0.065007295
0.409522172,0.678144815,0.750014699,0.476198818,0.15987306,0.042759791,0.093851441,0.187545539,0.452596787,0.133691801,0.056033096,0.028155999,0.066491039,0.09082786,0.088940807,0.09318472
0.196488693,0.329119336,0.46268101,0.587250096,0.422546491,0.124943362,0.03968472,0.075437501,0.149872753,0.405309027,0.141515775,0.07173217,0.03719174,0.025588944,0.083226255,0.099595421
0.239959417,0.174779157,0.259213835,0.3682726,0.379311406,0.296308727,0.10081658,0.044286812,0.065410536,0.147363534,0.386364635,0.166117056,0.061821769,0.024001642,0.049215401,0.092649158
0.310807292,0.273277306,0.171903987,0.230496653,0.267928542,0.328838148,0.236740265,0.083698084,0.034211053,0.077748416,0.172904635,0.433287053,0.169236364,0.047928621,0.021721461,0.033633289
0.363760612,0.293320693,0.187898179,0.179241996,0.147286554,0.232174139,0.289907027,0.239216892,0.087979947,0.043898447,0.070074324,0.184297211,0.4247125,0.114083904,0.038527937,0.014318005
0.203772837,0.249974985,0.230446002,0.120230926,0.088693737,0.124239572,0.207247777,0.265344115,0.192923838,0.048484315,0.043672161,0.083784995,0.183134688,0.338344852,0.101287068,0.042531868
0.110215902,0.292252232,0.270188006,0.202874591,0.056129045,0.107014162,0.105087745,0.243934197,0.215671914,0.180025891,0.102232851,0.043349698,0.070606992,0.115632447,0.274362451,0.100815163
0.166504358,0.208227041,0.349078191,0.257549475,0.081399268,0.06297787,0.079961047,0.206073125,0.263246833,0.250980461,0.224210961,0.078197397,0.030568941,0.056567385,0.117449665,0.174367266
